Name,Provider ID,External ID,Cloud Platform,Subscription,Subscription ID,Projects,Region,Tags,Resource Type,Native Type,Last Seen
SupervisorControlPlaneVM (2),VirtualMachine:vm-102,64c6a781-bab2-443f-be83-d2d235a25419_VirtualMachine:vm-102,vSphere,Tanzu-Datacenter,64c6a781-bab2-443f-be83-d2d235a25419_Datacenter:datacenter-3,Vsphere Env,,"{""wp_vmvmaa_tag"": ""Used by vSphere to correctly configure Supervisor Cluster control plane VMs""}",VIRTUAL_MACHINE,vsphere#virtualMachine,2024-10-30T19:06:42Z
vCLS-9e2cc914-966a-4e87-957d-c1a02cc3f949,VirtualMachine:vm-51,730f64db-1635-4db6-8ab2-567ad1f0ccf7_VirtualMachine:vm-51,vSphere,Wiz-Demo-DC-8,730f64db-1635-4db6-8ab2-567ad1f0ccf7_Datacenter:datacenter-3,Vsphere Env,,{},VIRTUAL_MACHINE,vsphere#virtualMachine,2024-10-30T18:50:26Z
elasticsearch-worker,arn:aws:ec2:eu-central-1:984186218765:instance/i-00534229e6faa43c2,i-00534229e6faa43c2,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-central-1,"{""Name"": ""elasticsearch-worker"", ""Owner"": ""JD""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:09Z
arn:aws:ec2:eu-central-1:001791986277:instance/i-02afd25f6bf1859b6,arn:aws:ec2:eu-central-1:001791986277:instance/i-02afd25f6bf1859b6,i-02afd25f6bf1859b6,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",eu-central-1,"{""aws:ec2:fleet-id"": ""fleet-04a6b70f-4a3f-633c-0c38-8e80e1cecc85"", ""aws:ec2launchtemplate:id"": ""lt-09486a9408d6cc037"", ""aws:autoscaling:groupName"": ""test"", ""aws:ec2launchtemplate:version"": ""1""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T20:04:50Z
dest-module-server-3,arn:aws:ec2:eu-central-1:984186218765:instance/i-047be1bbcb9121130,i-047be1bbcb9121130,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-central-1,"{""Name"": ""dest-module-server-3"", ""Owner"": ""JD"", ""Application"": ""Destination"", ""aws:ec2launchtemplate:id"": ""lt-0ca27fbc67f6b5fdc"", ""aws:autoscaling:groupName"": ""gentoo-asg"", ""aws:ec2launchtemplate:version"": ""2""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:08Z
andrea-test-outpost,ocid1.instance.oc1.iad.anuwcljr356jruic2mwjs4vc5uus7zk5vxrw7d4vp5chwfotbgixqelesfiq,ocid1.instance.oc1.iad.anuwcljr356jruic2mwjs4vc5uus7zk5vxrw7d4vp5chwfotbgixqelesfiq,OCI,playgroundwiz,ocid1.tenancy.oc1..aaaaaaaagigkayqhmlcvctybckug2tjwur5y64prmbvpdzsnwxjqu6noxm2a,"Acme,Acme Oracle App,OCI demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us-ashburn-1,{},VIRTUAL_MACHINE,oci#computeInstance,2024-10-30T19:04:08Z
amz-linux-customer-internal-v1,arn:aws:ec2:eu-central-1:984186218765:instance/i-0fd186910b7074f3f,i-0fd186910b7074f3f,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-central-1,"{""Name"": ""amz-linux-customer-internal-v1""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:08Z
leaky-wizard,arn:aws:ec2:us-east-2:984186218765:instance/i-01e2d88e99471c594,i-01e2d88e99471c594,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-east-2,"{""Name"": ""leaky-wizard""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:10Z
oke-cxwoyne7zza-ni6evlk7vhq-sutxh5sagxq-1,ocid1.instance.oc1.iad.anuwcljr356jruicpmukfsimyfzdzvkxmgityipda3uap27nm3dqxabyekcq,ocid1.instance.oc1.iad.anuwcljr356jruicpmukfsimyfzdzvkxmgityipda3uap27nm3dqxabyekcq,OCI,yarin-agent-sm,ocid1.compartment.oc1..aaaaaaaavc3odzhnljnr43vtk3cx3c3vt2pc752bdk4vc5uypqdhrm45lwfq,"Acme,Acme Oracle App",us-ashburn-1,"{""Oracle-Tags.CreatedBy"": ""oke"", ""Oracle-Tags.CreatedOn"": ""2024-08-05T07:42:19.282Z""}",VIRTUAL_MACHINE,oci#computeInstance,2024-10-30T19:04:30Z
aks-default-13924726-vmss_6,36422e1b-0113-42a2-8317-b093086e4669,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/mc_demoresources-shared-rg-01_shared-aks-01-aks_eastus/providers/microsoft.compute/virtualmachinescalesets/aks-default-13924726-vmss/virtualmachines/6,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",eastus,"{""aks-managed-poolName"": ""default"", ""aks-managed-orchestrator"": ""Kubernetes:1.23.12"", ""aks-managed-creationSource"": ""vmssclient-aks-default-13924726-vmss"", ""aks-managed-createOperationID"": ""a709fa4d-aad8-49d4-ba15-82271cc584d5"", ""aks-managed-resourceNameSuffix"": ""40542194""}",VIRTUAL_MACHINE,Microsoft.Compute/virtualMachineScaleSets/virtualMachines,2024-10-30T19:50:49Z
arn:aws:ec2:us-east-2:984186218765:instance/i-0743bd8179440446d,arn:aws:ec2:us-east-2:984186218765:instance/i-0743bd8179440446d,i-0743bd8179440446d,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-east-2,"{""itayAr-train"": """"}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:11Z
oke-ctcdsle7twq-nygbzrz3t6q-shxfuaftgtq-0,ocid1.instance.oc1.iad.anuwcljs356jruicye6drmj7c67k6yzhddvfgvakddenuakjcxgl3t3pxx6q,ocid1.instance.oc1.iad.anuwcljs356jruicye6drmj7c67k6yzhddvfgvakddenuakjcxgl3t3pxx6q,OCI,wiz-outpost-oron-v2,ocid1.compartment.oc1..aaaaaaaaywfdxfz5xhjfcy6tahdsfhsdjrd4ltk6erlvzfoyaekhc3bn7dsq,"Acme,Acme Oracle App,OCI demo",us-ashburn-1,"{""Oracle-Tags.CreatedBy"": ""oke"", ""Oracle-Tags.CreatedOn"": ""2022-05-23T22:19:31.335Z""}",VIRTUAL_MACHINE,oci#computeInstance,2024-10-30T19:03:23Z
JenkinsBuildServer-BIZ,arn:aws:ec2:eu-west-2:001791986277:instance/i-03c77f1630d0323f8,i-03c77f1630d0323f8,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",eu-west-2,"{""Name"": ""JenkinsBuildServer-BIZ""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T20:04:51Z
gke-main-cluster-run-pool-2-1661e5ec-rvks,https://www.googleapis.com/compute/v1/projects/acme-prod-env/zones/europe-west1-c/instances/gke-main-cluster-run-pool-2-1661e5ec-rvks,7932525812500181568,GCP,ACME-PROD-ENV,acme-prod-env,"ACME corp,Acme,Acme GCP App,App A,EBC_Labs,GCP Demo,GCP Subscription Project ,Google Workspace _GCP Org Demo,Microservices Prod,Wiz Factory Prod,Wiz Inc,Wiz Prod",europe-west1,"{""foo"": ""four"", ""mesh_id"": ""proj-569531483875"", ""goog-gke-node"": """", ""goog-fleet-project"": ""acme-prod-env"", ""goog-k8s-cluster-name"": ""main-cluster-run"", ""goog-k8s-node-pool-name"": ""pool-2"", ""goog-gke-cost-management"": """", ""goog-k8s-cluster-location"": ""europe-west1"", ""goog-gke-cluster-id-base32"": ""3uzu6szfajeajebc62oeminnf7gpyznvkt5efeu7vtzdknakifdq"", ""gke-main-cluster-run-dd334f4b-node"": ""gke-main-cluster-run-dd334f4b-node""}",VIRTUAL_MACHINE,compute#instance,2024-10-30T19:26:20Z
wiz-attack-simulation-instance-2-3ffb770c,arn:aws:ec2:eu-north-1:001791986277:instance/i-0a67b6f722859f3a5,i-0a67b6f722859f3a5,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",eu-north-1,"{""Name"": ""wiz-attack-simulation-instance-2-3ffb770c"", ""wiz-attack-simulation"": ""true""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T20:04:46Z
MagentoGen1dev,8ceb6138-2c0a-4c87-a56e-7100d1e51057,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/us2eastrg/providers/microsoft.compute/virtualmachines/magentogen1dev,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",eastus2,{},VIRTUAL_MACHINE,Microsoft.Compute/virtualMachines,2024-10-30T19:50:53Z
jd-malware-test,arn:aws:ec2:eu-central-1:984186218765:instance/i-0d0dc5aa3ea40833f,i-0d0dc5aa3ea40833f,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-central-1,"{""Name"": ""jd-malware-test"", ""Owner"": ""JD""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:29:59Z
147.28.184.9,HostSystem:host-16,730f64db-1635-4db6-8ab2-567ad1f0ccf7_HostSystem:host-16,vSphere,Wiz-Demo-DC-8,730f64db-1635-4db6-8ab2-567ad1f0ccf7_Datacenter:datacenter-3,Vsphere Env,,{},VIRTUAL_MACHINE,vsphere#hostSystem,2024-10-30T18:50:16Z
router.wiz-tanzu.local,VirtualMachine:vm-24,64c6a781-bab2-443f-be83-d2d235a25419_VirtualMachine:vm-24,vSphere,Tanzu-Datacenter,64c6a781-bab2-443f-be83-d2d235a25419_Datacenter:datacenter-3,Vsphere Env,,{},VIRTUAL_MACHINE,vsphere#virtualMachine,2024-10-30T19:06:41Z
arn:aws:ec2:us-east-2:001791986277:instance/i-03f5232bbeb17eb0b,arn:aws:ec2:us-east-2:001791986277:instance/i-03f5232bbeb17eb0b,i-03f5232bbeb17eb0b,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",us-east-2,{},VIRTUAL_MACHINE,virtualMachine,2024-10-30T20:04:58Z
Test-Encrypted,arn:aws:ec2:eu-west-3:984186218765:instance/i-046e37f6f42814777,i-046e37f6f42814777,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-west-3,"{""Name"": ""Test-Encrypted""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:29:56Z
AI-libs-dani,arn:aws:ec2:us-east-2:001791986277:instance/i-0f55173b2e694c165,i-0f55173b2e694c165,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",us-east-2,"{""Name"": ""AI-libs-dani""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T20:04:56Z
shachar-test-instance,ocid1.instance.oc1.iad.anuwcljr356jruic4ft2hxpac4nlf3cmnvhzhccynm77w4x24mar5r5rwhja,ocid1.instance.oc1.iad.anuwcljr356jruic4ft2hxpac4nlf3cmnvhzhccynm77w4x24mar5r5rwhja,OCI,playgroundwiz,ocid1.tenancy.oc1..aaaaaaaagigkayqhmlcvctybckug2tjwur5y64prmbvpdzsnwxjqu6noxm2a,"Acme,Acme Oracle App,OCI demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us-ashburn-1,"{""Oracle-Tags.CreatedBy"": ""okta/shachar.horvitz@wiz.io"", ""Oracle-Tags.CreatedOn"": ""2024-05-20T19:54:04.068Z""}",VIRTUAL_MACHINE,oci#computeInstance,2024-10-30T19:04:08Z
86.109.5.232,HostSystem:host-12,ced82e81-0a46-4762-8198-470e44bf7000_HostSystem:host-12,vSphere,Wiz-Demo-DC-6-7,ced82e81-0a46-4762-8198-470e44bf7000_Datacenter:datacenter-2,Vsphere Env,,{},VIRTUAL_MACHINE,vsphere#hostSystem,2024-10-30T20:45:40Z
Bare Metal vm,ocid1.instance.oc1.iad.anuwcljr356jruic2nsuu3clpajdwdshdpwz3ust4an6vcjz5ubzylg2j63q,ocid1.instance.oc1.iad.anuwcljr356jruic2nsuu3clpajdwdshdpwz3ust4an6vcjz5ubzylg2j63q,OCI,wiz-outpost-oron1,ocid1.compartment.oc1..aaaaaaaa5g2pgsgkvnemry3ayybd2e2xsvrrq3hnpt4mzzzihmqpbh36e4va,"Acme,Acme Oracle App",us-ashburn-1,"{""Oracle-Tags.CreatedBy"": ""okta/oron.noah@wiz.io"", ""Oracle-Tags.CreatedOn"": ""2022-10-16T07:48:58.016Z""}",VIRTUAL_MACHINE,oci#computeInstance,2024-10-30T19:04:31Z
147.28.184.7,HostSystem:host-12,730f64db-1635-4db6-8ab2-567ad1f0ccf7_HostSystem:host-12,vSphere,Wiz-Demo-DC-8,730f64db-1635-4db6-8ab2-567ad1f0ccf7_Datacenter:datacenter-3,Vsphere Env,,{},VIRTUAL_MACHINE,vsphere#hostSystem,2024-10-30T18:50:10Z
ECS Instance - EC2ContainerService-ecs-on-ec2-cluster,arn:aws:ec2:us-east-2:001791986277:instance/i-0ad232370e2cbf994,i-0ad232370e2cbf994,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",us-east-2,"{""Name"": ""ECS Instance - EC2ContainerService-ecs-on-ec2-cluster"", ""Description"": ""This instance is the part of the Auto Scaling group which was created through ECS Console"", ""aws:autoscaling:groupName"": ""EC2ContainerService-ecs-on-ec2-cluster-EcsInstanceAsg-1L4PBOOO4QWXN"", ""aws:cloudformation:stack-id"": ""arn:aws:cloudformation:us-east-2:001791986277:stack/EC2ContainerService-ecs-on-ec2-cluster/f67de510-f638-11ec-8104-06c0fdea2042"", ""aws:cloudformation:logical-id"": ""EcsInstanceAsg"", ""aws:cloudformation:stack-name"": ""EC2ContainerService-ecs-on-ec2-cluster""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T20:04:58Z
devopsjenkinsVG1,73e0d56f-f9bf-4eff-86a0-d3ab1d4caaa1,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/us2eastrg/providers/microsoft.compute/virtualmachines/devopsjenkinsvg1,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",eastus2,{},VIRTUAL_MACHINE,Microsoft.Compute/virtualMachines,2024-10-30T19:50:53Z
instance-for-3-28071660401,ocid1.instance.oc1.iad.anuwcljr356jruic7gl4jvdfuxn3jaajqtdetoufpbf3fqw74safwae3moja,ocid1.instance.oc1.iad.anuwcljr356jruic7gl4jvdfuxn3jaajqtdetoufpbf3fqw74safwae3moja,OCI,playgroundwiz,ocid1.tenancy.oc1..aaaaaaaagigkayqhmlcvctybckug2tjwur5y64prmbvpdzsnwxjqu6noxm2a,"Acme,Acme Oracle App,OCI demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us-ashburn-1,"{""CreatedBy"": ""eladddd"", ""Oracle-Tags.CreatedBy"": ""elad.gabay@wiz.io"", ""Oracle-Tags.CreatedOn"": ""2021-12-28T08:01:24.443Z""}",VIRTUAL_MACHINE,oci#computeInstance,2024-10-30T19:04:09Z
it-manage-regional-amz-linux-v2,arn:aws:ec2:eu-central-1:984186218765:instance/i-0d29d0cb5eb4a4983,i-0d29d0cb5eb4a4983,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-central-1,"{""Name"": ""it-manage-regional-amz-linux-v2""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:08Z
artifact-pusher,https://www.googleapis.com/compute/v1/projects/acme-prod-env/zones/us-central1-a/instances/artifact-pusher,4286922872683270179,GCP,ACME-PROD-ENV,acme-prod-env,"ACME corp,Acme,Acme GCP App,App A,EBC_Labs,GCP Demo,GCP Subscription Project ,Google Workspace _GCP Org Demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us-central1,{},VIRTUAL_MACHINE,compute#instance,2024-10-30T19:26:01Z
ECS Instance - EC2ContainerService-payment-app-cluster-3,arn:aws:ec2:eu-west-2:001791986277:instance/i-0bce936158735ee1b,i-0bce936158735ee1b,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",eu-west-2,"{""Name"": ""ECS Instance - EC2ContainerService-payment-app-cluster-3"", ""Description"": ""This instance is the part of the Auto Scaling group which was created through ECS Console"", ""aws:autoscaling:groupName"": ""EC2ContainerService-payment-app-cluster-3-EcsInstanceAsg-GG7MZ6W3W87M"", ""aws:cloudformation:stack-id"": ""arn:aws:cloudformation:eu-west-2:001791986277:stack/EC2ContainerService-payment-app-cluster-3/8a61e9e0-e945-11eb-ad6f-0a71ffb2c2c4"", ""aws:cloudformation:logical-id"": ""EcsInstanceAsg"", ""aws:cloudformation:stack-name"": ""EC2ContainerService-payment-app-cluster-3""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T20:04:49Z
C2C-Demo-server,arn:aws:ec2:us-east-2:984186218765:instance/i-0bd4f273921896a12,i-0bd4f273921896a12,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-east-2,"{""Name"": ""C2C-Demo-server""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:10Z
wiz-attack-simulation-instance-6-560579d9,arn:aws:ec2:eu-central-1:984186218765:instance/i-0bad747a1f926fc2c,i-0bad747a1f926fc2c,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-central-1,"{""Name"": ""wiz-attack-simulation-instance-6-560579d9"", ""wiz-attack-simulation"": ""true""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:07Z
arn:aws:ec2:eu-west-2:984186218765:instance/i-02c7771068a051e39,arn:aws:ec2:eu-west-2:984186218765:instance/i-02c7771068a051e39,i-02c7771068a051e39,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-west-2,{},VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:29:56Z
BusinessIntel-IT,arn:aws:ec2:eu-central-1:001791986277:instance/i-03bff8e877b7d8fdb,i-03bff8e877b7d8fdb,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",eu-central-1,"{""Name"": ""BusinessIntel-IT""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T20:04:53Z
PrimeCarWebsite,arn:aws:ec2:us-east-1:984186218765:instance/i-0673692d9a20fb266,i-0673692d9a20fb266,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-east-1,"{""Name"": ""PrimeCarWebsite"", ""Owner"": ""tcc-labs@wiz.io"", ""Stack"": ""livedemo0001"", ""Source"": ""https://github.com/wiz-training/livedemos/blob/main/livedemo0001/aws/iac/root.yaml"", ""CostCenter"": ""-"", ""Managed_by"": ""CloudFormation"", ""Application"": ""livedemo0001"", ""Sensitive_Data"": ""True"", ""aws:cloudformation:stack-id"": ""arn:aws:cloudformation:us-east-1:984186218765:stack/prime0001-EC2InstanceStack-LW888C38G7MR/a6725bc0-543f-11ef-a604-0affe40e74c9"", ""Wiz_to_Illumio_Vulnerability"": ""Block"", ""aws:cloudformation:logical-id"": ""EC2Instance"", ""aws:cloudformation:stack-name"": ""prime0001-EC2InstanceStack-LW888C38G7MR""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:03Z
GH_Runner_Demo_ShiftLeft,arn:aws:ec2:us-east-2:001791986277:instance/i-0e0a30679e41cf887,i-0e0a30679e41cf887,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",us-east-2,"{""Name"": ""GH_Runner_Demo_ShiftLeft"", ""Owner"": ""TCC"", ""Source"": ""wiz-integrations/Labs/GitLab/templates/github-sh-runner.yaml"", ""CostCenter"": ""-"", ""Managed_by"": ""CloudFormation"", ""Application"": ""Github Self-Hosted Runner"", ""aws:cloudformation:stack-id"": ""arn:aws:cloudformation:us-east-2:001791986277:stack/vcs-demo/7fd56af0-3fdd-11ef-9247-060bed340c57"", ""aws:cloudformation:logical-id"": ""GithubRunnerInstance"", ""aws:cloudformation:stack-name"": ""vcs-demo""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T20:04:56Z
ECS Instance - demo-cluster,arn:aws:ec2:eu-west-1:984186218765:instance/i-0df2915c53aaf4e1c,i-0df2915c53aaf4e1c,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-west-1,"{""Name"": ""ECS Instance - demo-cluster"", ""aws:ec2launchtemplate:id"": ""lt-0d722528336e84b06"", ""aws:autoscaling:groupName"": ""Infra-ECS-Cluster-demo-cluster-66f4a2e8-ECSAutoScalingGroup-SvwIOfnVMNmA"", ""aws:cloudformation:stack-id"": ""arn:aws:cloudformation:eu-west-1:984186218765:stack/Infra-ECS-Cluster-demo-cluster-66f4a2e8/85c89cd0-8cf4-11ee-932d-0a3ee291d58b"", ""aws:cloudformation:logical-id"": ""ECSAutoScalingGroup"", ""aws:cloudformation:stack-name"": ""Infra-ECS-Cluster-demo-cluster-66f4a2e8"", ""aws:ec2launchtemplate:version"": ""1""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:29:55Z
dapl-jd-bastion-tomcat,https://www.googleapis.com/compute/v1/projects/acme-prod-env/zones/us-central1-a/instances/dapl-jd-bastion-tomcat,761476968696998878,GCP,ACME-PROD-ENV,acme-prod-env,"ACME corp,Acme,Acme GCP App,App A,EBC_Labs,GCP Demo,GCP Subscription Project ,Google Workspace _GCP Org Demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us-central1,"{""environment"": ""demo""}",VIRTUAL_MACHINE,compute#instance,2024-10-30T19:26:02Z
SB-JENKINS-VS-8,VirtualMachine:vm-6019,730f64db-1635-4db6-8ab2-567ad1f0ccf7_VirtualMachine:vm-6019,vSphere,Wiz-Demo-DC-8,730f64db-1635-4db6-8ab2-567ad1f0ccf7_Datacenter:datacenter-3,Vsphere Env,,{},VIRTUAL_MACHINE,vsphere#virtualMachine,2024-10-30T18:50:27Z
jenkins-aws,arn:aws:ec2:us-east-2:984186218765:instance/i-07b336f741d9e0c08,i-07b336f741d9e0c08,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-east-2,"{""Name"": ""jenkins-aws"", ""Wiz_to_Illumio_Vulnerability"": ""Block"", ""wizRemediationLastUpdatedUTC"": ""07/06/2024 18:23:53 UTC""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:10Z
worker-1,arn:aws:ec2:eu-central-1:984186218765:instance/i-0714de658820bdc5a,i-0714de658820bdc5a,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-central-1,"{""Name"": ""worker-1""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:09Z
research-prod,arn:aws:ec2:eu-central-1:984186218765:instance/i-06287ac1848183f5b,i-06287ac1848183f5b,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-central-1,"{""Name"": ""research-prod""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:29:59Z
wiz-demo-tkc-control-plane-26qmt,VirtualMachine:vm-108,64c6a781-bab2-443f-be83-d2d235a25419_VirtualMachine:vm-108,vSphere,Tanzu-Datacenter,64c6a781-bab2-443f-be83-d2d235a25419_Datacenter:datacenter-3,Vsphere Env,,"{""wp_tkg_ctrl_vmvmaa_tag"": ""Used by vSphere to correctly configure Tanzu Kubernetes Grid control plane VMs in Workload Platform""}",VIRTUAL_MACHINE,vsphere#virtualMachine,2024-10-30T19:06:42Z
ECS Instance - EC2ContainerService-ecs-on-ec2-cluster,arn:aws:ec2:us-east-2:001791986277:instance/i-0df6172d7292fddc0,i-0df6172d7292fddc0,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",us-east-2,"{""Name"": ""ECS Instance - EC2ContainerService-ecs-on-ec2-cluster"", ""Description"": ""This instance is the part of the Auto Scaling group which was created through ECS Console"", ""aws:autoscaling:groupName"": ""EC2ContainerService-ecs-on-ec2-cluster-EcsInstanceAsg-1L4PBOOO4QWXN"", ""aws:cloudformation:stack-id"": ""arn:aws:cloudformation:us-east-2:001791986277:stack/EC2ContainerService-ecs-on-ec2-cluster/f67de510-f638-11ec-8104-06c0fdea2042"", ""aws:cloudformation:logical-id"": ""EcsInstanceAsg"", ""aws:cloudformation:stack-name"": ""EC2ContainerService-ecs-on-ec2-cluster""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T20:04:56Z
yossi-jump-oke,ocid1.instance.oc1.iad.anuwcljr356jruic6r2sj5yegjewxnyvorhuk3dbv6vbwudb7xh4thzq6zwq,ocid1.instance.oc1.iad.anuwcljr356jruic6r2sj5yegjewxnyvorhuk3dbv6vbwudb7xh4thzq6zwq,OCI,yossi-sm-wiz-outpost,ocid1.compartment.oc1..aaaaaaaav3iunxq5glxyrndism3vxu46gjrayqqm5evwhmibrjhgoagb66fa,"Acme,Acme Oracle App,OCI demo",us-ashburn-1,"{""Oracle-Tags.CreatedBy"": ""okta/yossi.marzuk@wiz.io"", ""Oracle-Tags.CreatedOn"": ""2023-04-30T10:50:27.219Z""}",VIRTUAL_MACHINE,oci#computeInstance,2024-10-30T19:04:29Z
external-v2,arn:aws:ec2:eu-central-1:984186218765:instance/i-02d588fbe36618f29,i-02d588fbe36618f29,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-central-1,"{""Name"": ""external-v2""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:01Z
