Name,ID,Category,Classifier,Unique Matches,Total Matches,Wiz Url,Projects,Resource Name,Region,Created At,Resource Type,Resource Native Type,Resource External ID,Subscription ID,Cloud Provider,Encryption At Rest,Encryption In Transit,Resource Status,PaaS,Severity,Finding Examples
Financial/Swift Code,i-08f0eaf339d593745##BUILTIN-143,DataCategoryFinancial,Swift Code,1,1,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'f70c3b4d-2a41-5a93-8310-d663626d86f8*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",bitbucket,us-east-2,2024-09-25T09:33:58.789869Z,CloudPlatform/VirtualMachine,virtualMachine,i-08f0eaf339d593745,001791986277,AWS,false,false,Active,false,INFO,"[{""path"":""/home/ubuntu/.vscode-server/cli/servers/Stable-31c37ee8f63491495ac49e43b8544550fbae4533/server/extensions/search-result/syntaxes/searchResult.tmLanguage.json"",""key"":""swift/name"",""location"":""/repository/swift/name"",""value"":""re***tB***k"",""evidenceId"":""1d753b02fe3e6a82cb2a77ee0b0b6ad3"",""contentSizeBytes"":77278}]"
PII/GPS Location,711968631473790782##BUILTIN-472,DataCategoryPII,GPS Location,452,3996,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'1ea1adb2-6ea2-5b35-bfc9-584a706b0bb4*2cDATA_FINDING)),"05c62c7a-fcb2-558a-a7b8-03b76ec9635b, 360e0519-a35c-5cb7-a353-728812b2f2e8, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, 9b55555a-89b7-55d8-8e38-0f7481b5f537, b03cf038-fd78-560d-a1b8-7b98b21e5b26, c4c12241-dbe1-5698-b8d3-e9e19e3916b8, c4f982e0-bab1-58d1-bf24-6b846310f5ca, db68f2c6-5cb9-5fd5-a47f-02da29d1ec17, e2e96170-bf20-5bb4-94c6-177b506a8b83, ee3ecda3-9c8c-555a-9399-865bf438c417",python-20230627-153323,us-west1,2024-10-09T08:11:03.176638Z,CloudPlatform/VirtualMachine,compute#instance,711968631473790782,acme-prod-env,GCP,false,false,Active,false,MEDIUM,"[{""path"":""/home/jupyter/tutorials/vertex_samples/official/pipelines/sample_data/california_housing_test.csv"",""key"":""longitude"",""value"":""1**"",""evidenceId"":""b2edfc1e1c97199b1b5b29a2a4565078"",""contentSizeBytes"":301141},{""path"":""/home/jupyter/tutorials/vertex_samples/official/pipelines/sample_data/california_housing_train.csv"",""key"":""longitude"",""value"":""1**"",""evidenceId"":""e52eadfc990ae86af4299725d6a3603e"",""contentSizeBytes"":1706430}]"
DigitalIdentity/IP Address,xz-utils-scenario-dbstaging-o22tdqivcb7m##BUILTIN-438,DataCategoryDigitalIdentity,IP Address,1000,3000,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'b4efb726-14f0-5c51-a5ad-2834fbca44ae*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",xz-utils-scenario-dbstaging-o22tdqivcb7m,us-east-2,2024-04-13T17:33:53.693476Z,CloudPlatform/Bucket,bucket,xz-utils-scenario-dbstaging-o22tdqivcb7m,001791986277,AWS,true,false,Active,false,INFO,"[{""path"":""userdata1 (1).parquet"",""key"":""Ip_address"",""location"":""Ip_address"",""value"":""1.***.2***2"",""evidenceId"":""4e89e0f80136b74b24b102f1c14f41cb""},{""path"":""userdata2.parquet"",""key"":""Ip_address"",""location"":""Ip_address"",""value"":""1.***.2***2"",""evidenceId"":""f56b0d4030ef70c3ba7138060e4a4c5b""},{""path"":""userdata3.parquet"",""key"":""Ip_address"",""location"":""Ip_address"",""value"":""1.***.2***2"",""evidenceId"":""cc84fd78d4fc7a50e888d265f85f586b""},{""path"":""userdata1 (1).parquet"",""key"":""Ip_address"",""location"":""Ip_address"",""value"":""90***9.*****4"",""evidenceId"":""4e89e0f80136b74b24b102f1c14f41cb""}]"
PII/Income,xz-utils-scenario-dbstaging-o22tdqivcb7m##BUILTIN-188,DataCategoryPII,Income,1,1,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'f56d99ef-212f-52b7-8eb1-5423913f8495*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",xz-utils-scenario-dbstaging-o22tdqivcb7m,us-east-2,2024-06-17T21:39:02.927095Z,CloudPlatform/Bucket,bucket,xz-utils-scenario-dbstaging-o22tdqivcb7m,001791986277,AWS,true,false,Active,false,MEDIUM,"[{""path"":""salary.xlsx##Sheet1"",""key"":""Salary"",""value"":""1**0***1"",""evidenceId"":""5ddfd30a95bd3294ba5def6abf2a5e73"",""contentSizeBytes"":9200}]"
PII/Name,xz-utils-scenario-dbstaging-o22tdqivcb7m##BUILTIN-125,DataCategoryPII,Name,857,2592,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'1edd2366-9497-5fdd-a5e9-4ab887b25f5a*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",xz-utils-scenario-dbstaging-o22tdqivcb7m,us-east-2,2024-04-13T17:33:53.625907Z,CloudPlatform/Bucket,bucket,xz-utils-scenario-dbstaging-o22tdqivcb7m,001791986277,AWS,true,false,Active,false,CRITICAL,"[{""path"":""userdata1 (1).parquet"",""key"":""First_name/Last_name"",""value"":""Aa*** B****y"",""evidenceId"":""7c4f32315af3d9348f2f11ae3d8442c2""},{""path"":""userdata2.parquet"",""key"":""First_name/Last_name"",""value"":""Am***a *****n"",""evidenceId"":""06d496ef1d4f570842848c46ed0652a1""},{""path"":""userdata3.parquet"",""key"":""First_name/Last_name"",""value"":""Am***a *****n"",""evidenceId"":""6eb78b112cf2084d9704d7a928c4c750""},{""path"":""userdata1 (1).parquet"",""key"":""First_name/Last_name"",""value"":""Wa***r *******z"",""evidenceId"":""7c4f32315af3d9348f2f11ae3d8442c2""}]"
PII/Date of Birth,xz-utils-scenario-dbstaging-o22tdqivcb7m##BUILTIN-130,DataCategoryPII,Date of Birth,786,2406,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'b553874a-11ca-555f-8966-dc9b521fc014*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",xz-utils-scenario-dbstaging-o22tdqivcb7m,us-east-2,2024-04-27T19:28:54.872025Z,CloudPlatform/Bucket,bucket,xz-utils-scenario-dbstaging-o22tdqivcb7m,001791986277,AWS,true,false,Active,false,MEDIUM,"[{""path"":""userdata1 (1).parquet"",""key"":""Birthdate"",""location"":""Birthdate"",""value"":""1**/***3"",""evidenceId"":""fbcf2c9a5991101389cdeedb30743430""},{""path"":""userdata2.parquet"",""key"":""Birthdate"",""location"":""Birthdate"",""value"":""3**/***1"",""evidenceId"":""cbe557d4c0ced380a4bca1683e39dfa0""},{""path"":""userdata3.parquet"",""key"":""Birthdate"",""location"":""Birthdate"",""value"":""3**/***1"",""evidenceId"":""24dc1d3ea541beee7431612d779b866f""},{""path"":""userdata1 (1).parquet"",""key"":""Birthdate"",""location"":""Birthdate"",""value"":""9/**/***7"",""evidenceId"":""fbcf2c9a5991101389cdeedb30743430""}]"
PII/Gender,wiz-attack-simulation-bucket-3ffb770c##BUILTIN-20,DataCategoryPII,Gender,2,860,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'888aa84d-0376-5474-a210-41cc3a3caba3*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",wiz-attack-simulation-bucket-3ffb770c,eu-north-1,2024-04-15T10:38:17.631705Z,CloudPlatform/Bucket,bucket,wiz-attack-simulation-bucket-3ffb770c,001791986277,AWS,true,false,Active,false,INFO,"[{""path"":""dummy_data.txt"",""key"":""gender"",""value"":""M***"",""evidenceId"":""92b1bdb4f24f1d6f8ab5614516ce8acf"",""contentSizeBytes"":79062}]"
DigitalIdentity/IP Address,wiz-attack-simulation-bucket-3ffb770c##BUILTIN-438,DataCategoryDigitalIdentity,IP Address,999,999,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'00e10ff1-cfe5-5dd6-9792-0c0271f9d830*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",wiz-attack-simulation-bucket-3ffb770c,eu-north-1,2024-01-31T11:01:42.243673Z,CloudPlatform/Bucket,bucket,wiz-attack-simulation-bucket-3ffb770c,001791986277,AWS,true,false,Active,false,INFO,"[{""path"":""dummy_data.txt"",""key"":""ip_address"",""value"":""20***36****5"",""evidenceId"":""fd4ba916ffb1a23316efe3108d447dd0"",""contentSizeBytes"":79062}]"
PII/Gender,ai-dataset-for-training##BUILTIN-20,DataCategoryPII,Gender,6,12,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'16d825be-936d-50d3-8fcf-606a07227365*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",ai-dataset-for-training,us-east-2,2024-04-15T10:38:19.731813Z,CloudPlatform/Bucket,bucket,ai-dataset-for-training,001791986277,AWS,true,false,Active,false,INFO,"[{""path"":""know_sql_train-v3.json"",""key"":""sex"",""location"":""[71532]/answer"",""value"":""m***"",""evidenceId"":""b5249f95ef28575b7b2038d6587915ec"",""contentSizeBytes"":20369445}]"
PII/Email,zigzagbucketfortest1##BUILTIN-1,DataCategoryPII,Email,1,1,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'ac95cc6a-9f53-580b-ae43-925b09c22f0a*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",zigzagbucketfortest1,eu-west-1,2024-04-01T09:28:56.58923Z,CloudPlatform/Bucket,bucket,zigzagbucketfortest1,001791986277,AWS,true,false,Active,false,MEDIUM,"[{""path"":""mailpassword.txt"",""value"":""a***@gmail.com"",""evidenceId"":""2ca5885ec4af70c4623e4ac1262c3170"",""contentSizeBytes"":24}]"
PII/GPS Location,i-0691de6221bb049f7##BUILTIN-472,DataCategoryPII,GPS Location,2,8,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'1f37d6f4-43d1-5c03-b908-441cb1dc9908*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",models-backup-training,us-east-2,2024-10-13T14:53:08.359838Z,CloudPlatform/VirtualMachine,virtualMachine,i-0691de6221bb049f7,001791986277,AWS,false,false,Active,false,LOW,"[{""path"":""/home/ec2-user/models/RUN-XM/tokenizer.json"",""key"":""vocab/Position"",""location"":""/model/vocab/Position"",""value"":""2***5"",""evidenceId"":""894f155d6ad93f3ec042b505c7171baa"",""contentSizeBytes"":1355256},{""path"":""/home/ec2-user/models/RUN-XM/vocab.json"",""key"":""Position"",""location"":""/Position"",""value"":""2***5"",""evidenceId"":""093491bb01b46f61aa1b9ebd05f2f78f"",""contentSizeBytes"":1042301},{""path"":""/home/ec2-user/models/dropper/tokenizer.json"",""key"":""vocab/Position"",""location"":""/model/vocab/Position"",""value"":""2***5"",""evidenceId"":""55dd3fc2e5c2b5de370f26ed03b848c5"",""contentSizeBytes"":1355256},{""path"":""/home/ec2-user/models/dropper/vocab.json"",""key"":""Position"",""location"":""/Position"",""value"":""2***5"",""evidenceId"":""bdf956a3f470019a3786df3a2852a67b"",""contentSizeBytes"":1042301},{""path"":""/home/ec2-user/models/RUN-XM/tokenizer.json"",""key"":""vocab/position"",""location"":""/model/vocab/position"",""value"":""9***"",""evidenceId"":""894f155d6ad93f3ec042b505c7171baa"",""contentSizeBytes"":1355256},{""path"":""/home/ec2-user/models/RUN-XM/vocab.json"",""key"":""position"",""location"":""/position"",""value"":""9***"",""evidenceId"":""093491bb01b46f61aa1b9ebd05f2f78f"",""contentSizeBytes"":1042301},{""path"":""/home/ec2-user/models/dropper/tokenizer.json"",""key"":""vocab/position"",""location"":""/model/vocab/position"",""value"":""9***"",""evidenceId"":""55dd3fc2e5c2b5de370f26ed03b848c5"",""contentSizeBytes"":1355256},{""path"":""/home/ec2-user/models/dropper/vocab.json"",""key"":""position"",""location"":""/position"",""value"":""9***"",""evidenceId"":""bdf956a3f470019a3786df3a2852a67b"",""contentSizeBytes"":1042301}]"
PII/Email,file-GyuFXz9r15HuBXPh9pv1nmUP##BUILTIN-1,DataCategoryPII,Email,105,106,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'8de7f079-c169-530d-9245-91b11a7d8273*2cDATA_FINDING)),b561e19e-0f08-5717-8730-bac1c1f8f52a,train.jsonl,,2024-01-10T15:26:18.966353Z,CloudPlatform/AiDataset,openai#file,file-GyuFXz9r15HuBXPh9pv1nmUP,org-gPc8sNS7RaAReGyFRIwkIRkg,OpenAI,false,false,,false,CRITICAL,"[{""path"":""train.jsonl"",""key"":""prompt"",""value"":""n***@wiz.com"",""evidenceId"":""3ba30640c013f52062d672b7bd2cbac8"",""contentSizeBytes"":12776}]"
PII/Email,file-C1b0i8mXP9zoArSAadxb4bt3##BUILTIN-1,DataCategoryPII,Email,105,106,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'151c3be3-bcfa-5083-a010-2fd72d11a191*2cDATA_FINDING)),b561e19e-0f08-5717-8730-bac1c1f8f52a,train.jsonl,,2024-01-10T15:21:19.361789Z,CloudPlatform/AiDataset,openai#file,file-C1b0i8mXP9zoArSAadxb4bt3,org-gPc8sNS7RaAReGyFRIwkIRkg,OpenAI,false,false,,false,CRITICAL,"[{""path"":""train.jsonl"",""key"":""prompt"",""value"":""n***@wiz.com"",""evidenceId"":""5c6353f98c30a65f0419db7efba903ae"",""contentSizeBytes"":12776}]"
PII/Email,file-l2n8PuiZSDeP8CZjcIyUIfsJ##BUILTIN-1,DataCategoryPII,Email,105,106,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'8327fe20-567f-514a-839f-4c412646da66*2cDATA_FINDING)),b561e19e-0f08-5717-8730-bac1c1f8f52a,train-secret-data.jsonl,,2024-01-10T15:21:19.855419Z,CloudPlatform/AiDataset,openai#file,file-l2n8PuiZSDeP8CZjcIyUIfsJ,org-gPc8sNS7RaAReGyFRIwkIRkg,OpenAI,false,false,,false,CRITICAL,"[{""path"":""train-secret-data.jsonl"",""key"":""prompt"",""value"":""n***@wiz.com"",""evidenceId"":""c6bc7fcc9cce60d8788e0f8d6fa0bfa5"",""contentSizeBytes"":12777}]"
Financial/Swift Code,i-0be0b6f81c9d3b826##BUILTIN-143,DataCategoryFinancial,Swift Code,1,1,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'8853a770-4592-5289-a473-95144b1d2254*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",malware-rotem,eu-central-1,2024-09-25T09:44:21.292969Z,CloudPlatform/VirtualMachine,virtualMachine,i-0be0b6f81c9d3b826,001791986277,AWS,false,false,Active,false,INFO,"[{""path"":""/Users/Administrator/Downloads/sliver-master/sliver-master/server/assets/fs/adjectives.txt"",""key"":""swift"",""value"":""a**n***t"",""evidenceId"":""1f3e31d6bd2387fb06d73a1a5e059472"",""contentSizeBytes"":11664}]"
DigitalIdentity/IP Address,liron-public##BUILTIN-438,DataCategoryDigitalIdentity,IP Address,997,997,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'c5fb97d9-48ce-5156-9c4e-0ef0f01a3780*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",liron-public,eu-west-2,2024-01-31T11:02:16.845891Z,CloudPlatform/Bucket,bucket,liron-public,001791986277,AWS,true,false,Active,false,INFO,"[{""path"":""userdata5.csv"",""key"":""ip_address"",""value"":""14***2.******2"",""evidenceId"":""ed309d94a54bf195f3ba26fac1fe72b7"",""contentSizeBytes"":145933}]"
PII/Date of Birth,gs://cloud-ai-platform-4873c122-2cc6-472f-b807-ec2bf2e637c5##BUILTIN-130,DataCategoryPII,Date of Birth,29,30,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'8254d926-82ed-5613-9046-787ef73f8f39*2cDATA_FINDING)),"05c62c7a-fcb2-558a-a7b8-03b76ec9635b, 360e0519-a35c-5cb7-a353-728812b2f2e8, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, 9b55555a-89b7-55d8-8e38-0f7481b5f537, b03cf038-fd78-560d-a1b8-7b98b21e5b26, c4c12241-dbe1-5698-b8d3-e9e19e3916b8, c4f982e0-bab1-58d1-bf24-6b846310f5ca, db68f2c6-5cb9-5fd5-a47f-02da29d1ec17, e2e96170-bf20-5bb4-94c6-177b506a8b83, ee3ecda3-9c8c-555a-9399-865bf438c417",cloud-ai-platform-4873c122-2cc6-472f-b807-ec2bf2e637c5,us-central1,2024-04-23T19:27:30.48284Z,CloudPlatform/Bucket,storage#bucket,gs://cloud-ai-platform-4873c122-2cc6-472f-b807-ec2bf2e637c5,acme-prod-env,GCP,true,false,Active,false,MEDIUM,"[{""path"":""sample-data.csv"",""key"":""birthdate"",""value"":""19**/****2"",""evidenceId"":""3e08cc778b38cc2e638de191f763c00e"",""contentSizeBytes"":4750}]"
Financial/Credit Cards,gs://cloud-ai-platform-4873c122-2cc6-472f-b807-ec2bf2e637c5##BUILTIN-436,DataCategoryFinancial,Credit Cards,7,7,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'1542cc19-cb09-5b97-820f-ff22f6a4e13f*2cDATA_FINDING)),"05c62c7a-fcb2-558a-a7b8-03b76ec9635b, 360e0519-a35c-5cb7-a353-728812b2f2e8, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, 9b55555a-89b7-55d8-8e38-0f7481b5f537, b03cf038-fd78-560d-a1b8-7b98b21e5b26, c4c12241-dbe1-5698-b8d3-e9e19e3916b8, c4f982e0-bab1-58d1-bf24-6b846310f5ca, db68f2c6-5cb9-5fd5-a47f-02da29d1ec17, e2e96170-bf20-5bb4-94c6-177b506a8b83, ee3ecda3-9c8c-555a-9399-865bf438c417",cloud-ai-platform-4873c122-2cc6-472f-b807-ec2bf2e637c5,us-central1,2024-04-09T11:12:52.996337Z,CloudPlatform/Bucket,storage#bucket,gs://cloud-ai-platform-4873c122-2cc6-472f-b807-ec2bf2e637c5,acme-prod-env,GCP,true,false,Active,false,HIGH,"[{""path"":""sample-data.csv"",""key"":""CCN"",""value"":""**********4838"",""evidenceId"":""49c353a208d9bee56f6c9f2f9f941248"",""contentSizeBytes"":4750}]"
Financial/Invoice Details,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/us2eastrg/providers/microsoft.compute/virtualmachines/magentogen1dev##CloudPlatform/DBServer##/opt/bitnami/mysql/data##BUILTIN-432,DataCategoryFinancial,Invoice Details,2,44,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'03ac0464-0cf5-5212-9e57-7d883fd05a1e*2cDATA_FINDING)),"05c62c7a-fcb2-558a-a7b8-03b76ec9635b, 07302e19-c82e-597d-a244-98a3593af8f2, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, 5fd222f8-1ade-5642-b00b-b7374982353c, 9b55555a-89b7-55d8-8e38-0f7481b5f537, c4c12241-dbe1-5698-b8d3-e9e19e3916b8, c4f982e0-bab1-58d1-bf24-6b846310f5ca, d43fb6e5-e66c-57b5-aec5-67b235678f57, e2e96170-bf20-5bb4-94c6-177b506a8b83",MagentoGen1dev,eastus2,2024-10-09T08:17:30.648752Z,CloudPlatform/DBServer,HostedTechnologyConfigurationDBServer,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/us2eastrg/providers/microsoft.compute/virtualmachines/magentogen1dev##CloudPlatform/DBServer##/opt/bitnami/mysql/data,fee3535b-9616-486f-a476-6a500a08a02b,Azure,false,false,,false,LOW,"[{""path"":""bitnami_magento.cron_schedule"",""key"":""invoice"",""location"":""job_code"",""value"":""e****s"",""evidenceId"":""15dc165ec751e4404487301f4a01df4b""}]"
Financial/Credit Cards,wiz-attack-simulation-bucket-3ffb770c##BUILTIN-436,DataCategoryFinancial,Credit Cards,826,826,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'36634cb7-a73b-5167-b479-f0dae23b7001*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",wiz-attack-simulation-bucket-3ffb770c,eu-north-1,2024-01-31T11:01:42.312564Z,CloudPlatform/Bucket,bucket,wiz-attack-simulation-bucket-3ffb770c,001791986277,AWS,true,false,Active,false,CRITICAL,"[{""path"":""dummy_data.txt"",""key"":""credit_card"",""value"":""************2145"",""evidenceId"":""4a64c7e69de55a845c2a677c29b0f996"",""contentSizeBytes"":79062}]"
DigitalIdentity/IP Address,https://azcmr7ym2l.execute-api.eu-central-1.amazonaws.com:443/Test_DB_query##BUILTIN-438,DataCategoryDigitalIdentity,IP Address,16,32,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'ba78aa2f-5b76-587c-a59a-f11c298f6306*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, 6f07690e-5c6c-5d43-8fa9-fe14c391f4e3, a88031c9-47d9-5d28-a5a3-bc58defaec94, c4c12241-dbe1-5698-b8d3-e9e19e3916b8, e2e96170-bf20-5bb4-94c6-177b506a8b83",https://azcmr7ym2l.execute-api.eu-central-1.amazonaws.com:443/Test_DB_query,,2024-06-05T18:25:40.862771Z,CloudPlatform/Endpoint,,https://azcmr7ym2l.execute-api.eu-central-1.amazonaws.com:443/Test_DB_query,984186218765,AWS,false,false,,false,INFO,"[{""path"":""Screenshot - https://azcmr7ym2l.execute-api.eu-central-1.amazonaws.com:443/Test_DB_query"",""key"":""ip_address"",""value"":""1.***.2***2"",""evidenceId"":""40c986a1450548e62d3efd3b6ab94a0e"",""contentSizeBytes"":61443},{""path"":""https://azcmr7ym2l.execute-api.eu-central-1.amazonaws.com:443/Test_DB_query"",""key"":""ip_address"",""value"":""1.***.2***2"",""evidenceId"":""4ea910b1a3741725de04caf8012a77a4"",""contentSizeBytes"":92954},{""path"":""Screenshot - https://azcmr7ym2l.execute-api.eu-central-1.amazonaws.com:443/Test_DB_query"",""key"":""ip_address"",""value"":""91***5.****3"",""evidenceId"":""40c986a1450548e62d3efd3b6ab94a0e"",""contentSizeBytes"":61443},{""path"":""https://azcmr7ym2l.execute-api.eu-central-1.amazonaws.com:443/Test_DB_query"",""key"":""ip_address"",""value"":""91***5.****3"",""evidenceId"":""4ea910b1a3741725de04caf8012a77a4"",""contentSizeBytes"":92954}]"
